,Category,Address,Date,Sold_Area_m2,Total_Area_m2,Land_m2,Interior_Area_m2,Price_EUR,Total_EUR_m2,Land_EUR_m2,Land_EUR_ha,Type,Finishing,Dom_Parts,region_with_riga,region_riga_separate,municipality,Year,Quarter
6377,Zeme,"Ozolkalna iela 1, Zaķumuiža, Ropažu pag., Ropažu nov.",2024-01-03,1 827,1 827,1 827,,10 000,5,5.47,-,Privātmājām,,1/1,Pierīga,Pierīga,ropažu nov,2024.0,1.0
6378,Zeme,"Ozolkalna iela 2, Zaķumuiža, Ropažu pag., Ropažu nov.",2024-01-03,2 444,2 444,2 444,,15 000,6,6.14,-,Privātmājām,,1/1,Pierīga,Pierīga,ropažu nov,2024.0,1.0
6379,Zeme,"Ķimeņu iela 16, Rāmava, Ķekavas pag., Ķekavas nov.",2024-01-03,1 207,1 207,1 207,,8 000,7,6.63,-,Privātmājām,,1/1,Pierīga,Pierīga,ķekavas nov,2024.0,1.0
6380,Zeme,"Mazā Apogu iela 9, Suži, Garkalnes pag., Ropažu nov.",2024-01-03,1 945,1 945,1 945,,3 500,2,1.8,-,Privātmājām,,1/1,Pierīga,Pierīga,ropažu nov,2024.0,1.0
6381,Zeme,"Dārza iela 1B, Jaunbērze, Jaunbērzes pag., Dobeles nov.",2024-01-03,2 720,2 720,2 720,,13 300,5,4.89,-,Privātmājām,,1/1,Zemgale,Zemgale,dobeles nov,2024.0,1.0
6382,Zeme,"Jaunbērzes pag., Dobeles nov.",2024-01-03,1 237,1 237,1 237,,6 800,6,5.5,-,Privātmājām,,1/1,Zemgale,Zemgale,dobeles nov,2024.0,1.0
6383,Zeme,"Bēnes pag., Dobeles nov.",2024-01-03,600,600,600,,1 100,2,1.83,-,Privātmājām,,1/1,Zemgale,Zemgale,dobeles nov,2024.0,1.0
6384,Zeme,"Bišu iela 7, Mārupe, Mārupes nov.",2024-01-03,602,1 204,602,,27 500,46,45.68,-,Privātmājām,,1/2,Pierīga,Pierīga,mārupes nov,2024.0,1.0
6385,Zeme,"Torņa iela 3, Ludza, Ludzas nov.",2024-01-02,580,580,580,,8 300,14,14.31,-,Privātmājām,,1/1,Latgale,Latgale,ludzas nov,2024.0,1.0
6386,Zeme,"Atbrīvotāju iela 48A, Sigulda, Siguldas nov.",2024-01-02,1 226,1 226,1 226,,80 000,65,65.25,-,Privātmājām,,1/1,Pierīga,Pierīga,siguldas nov,2024.0,1.0
6387,Zeme,"Upmalas ceļš 31, Salaspils pag., Salaspils nov.",2024-01-02,1 323,1 323,1 323,,30 000,23,22.68,-,Privātmājām,,1/1,Pierīga,Pierīga,salaspils nov,2024.0,1.0
6388,Zeme,"Olaines pag., Olaines nov.",2024-01-02,595,595,595,,2 100,4,3.53,-,Privātmājām,,1/1,Pierīga,Pierīga,olaines nov,2024.0,1.0
6389,Zeme,"Dārziņš 4, Stučeva, Vērēmu pag., Rēzeknes nov.",2024-01-02,864,864,864,,1 600,2,1.85,-,Privātmājām,,1/1,Latgale,Latgale,rēzeknes nov,2024.0,1.0
6390,Zeme,"Bērzu iela 34, Ābele, Pelču pag., Kuldīgas nov.",2024-01-02,787,787,787,,1 340,2,1.7,-,Privātmājām,,1/1,Kurzeme,Kurzeme,kuldīgas nov,2024.0,1.0
6391,Zeme,Rīga,2023-12-29,1 045,1 045,1 045,,47 000,45,44.98,-,Privātmājām,,1/1,Rīga,Rīga,rīga,2023.0,4.0
6392,Zeme,"Dārza iela 10B, Rīga",2023-12-29,906,906,906,,69 500,77,76.71,-,Privātmājām,,1/1,Rīga,Rīga,rīga,2023.0,4.0
6393,Zeme,"Loka septītā iela 3, Egļupe, Inčukalna pag., Siguldas nov.",2023-12-29,637,637,637,,18 000,28,28.26,-,Privātmājām,,1/1,Pierīga,Pierīga,siguldas nov,2023.0,4.0
6394,Zeme,"Koknese, Aizkraukles nov.",2023-12-29,2 359,2 359,2 359,,6 800,3,2.88,-,Privātmājām,,1/1,Zemgale,Zemgale,aizkraukles nov,2023.0,4.0
6395,Zeme,"Gaiķu pag., Saldus nov.",2023-12-29,9 871,9 871,9 871,,10 320,1,1.05,-,Privātmājām,,1/1,Kurzeme,Kurzeme,saldus nov,2023.0,4.0
6396,Zeme,"Upes iela 25, Brīvkalni, Babītes pag., Mārupes nov.",2023-12-29,2 116,2 116,2 116,,12 000,6,5.67,-,Privātmājām,,1/1,Pierīga,Pierīga,mārupes nov,2023.0,4.0
6397,Zeme,"Jāzepi, Vētras, Mārupes pag., Mārupes nov.",2023-12-29,1 330,1 330,1 330,,45 100,34,33.91,-,Privātmājām,,1/1,Pierīga,Pierīga,mārupes nov,2023.0,4.0
6398,Zeme,"Pumpura iela 5B, Saldus, Saldus nov.",2023-12-29,378,378,378,,1 300,3,3.44,-,Privātmājām,,1/1,Kurzeme,Kurzeme,saldus nov,2023.0,4.0
6399,Zeme,"Paipalu iela 7, Salaspils, Salaspils nov.",2023-12-29,1 550,1 550,1 550,,22 750,15,14.68,-,Privātmājām,,1/1,Pierīga,Pierīga,salaspils nov,2023.0,4.0
6400,Zeme,"Progresa iela 12, Tukums, Tukuma nov.",2023-12-29,1 250,1 250,1 250,,40 000,32,32.0,-,Privātmājām,,1/1,Kurzeme,Kurzeme,tukuma nov,2023.0,4.0
6401,Zeme,"Garā iela 11, Mežāres, Babītes pag., Mārupes nov.",2023-12-29,1 453,1 453,1 453,,42 200,29,29.04,-,Privātmājām,,1/1,Pierīga,Pierīga,mārupes nov,2023.0,4.0
6402,Zeme,"Garā iela 9, Mežāres, Babītes pag., Mārupes nov.",2023-12-29,1 313,1 313,1 313,,45 700,35,34.81,-,Privātmājām,,1/1,Pierīga,Pierīga,mārupes nov,2023.0,4.0
6403,Zeme,"Instruktoru iela 28, Liepāja",2023-12-28,1 317,1 317,1 317,,40 000,30,30.37,-,Privātmājām,,1/1,Kurzeme,Kurzeme,liepāja,2023.0,4.0
6404,Zeme,"Strēlnieku prospekts 16A, Ogre, Ogres nov.",2023-12-28,485,485,485,,1 000,2,2.06,-,Privātmājām,,1/1,Pierīga,Pierīga,ogres nov,2023.0,4.0
6405,Zeme,"Cīruļu iela 52, Kadaga, Ādažu pag., Ādažu nov.",2023-12-28,1 851,1 851,1 851,,6 500,4,3.51,-,Privātmājām,,1/1,Pierīga,Pierīga,ādažu nov,2023.0,4.0
6406,Zeme,"Cīruļu iela 50, Kadaga, Ādažu pag., Ādažu nov.",2023-12-28,2 360,2 360,2 360,,6 500,3,2.75,-,Privātmājām,,1/1,Pierīga,Pierīga,ādažu nov,2023.0,4.0
6407,Zeme,"Cīruļu iela 54, Kadaga, Ādažu pag., Ādažu nov.",2023-12-28,1 714,1 714,1 714,,6 500,4,3.79,-,Privātmājām,,1/1,Pierīga,Pierīga,ādažu nov,2023.0,4.0
6408,Zeme,"Dārzciema iela 113, Rīga",2023-12-28,594,594,594,,5 000,8,8.42,-,Privātmājām,,1/1,Rīga,Rīga,rīga,2023.0,4.0
6409,Zeme,"127, Spārīte, Maļinovas pag., Augšdaugavas nov.",2023-12-28,926,926,926,,2 850,3,3.08,-,Privātmājām,,1/1,Latgale,Latgale,augšdaugavas nov,2023.0,4.0
6410,Zeme,"Hermaņa iela 1, Dzidriņas, Stopiņu pag., Ropažu nov.",2023-12-28,1 368,1 368,1 368,,35 000,26,25.58,-,Privātmājām,,1/1,Pierīga,Pierīga,ropažu nov,2023.0,4.0
6411,Zeme,"Stacijas iela 6, Smārde, Smārdes pag., Tukuma nov.",2023-12-28,1 367,1 367,1 367,,5 342,4,3.91,-,Privātmājām,,1/1,Kurzeme,Kurzeme,tukuma nov,2023.0,4.0
6412,Zeme,"Paipalu iela 12, Salaspils, Salaspils nov.",2023-12-28,1 207,1 207,1 207,,17 605,15,14.59,-,Privātmājām,,1/1,Pierīga,Pierīga,salaspils nov,2023.0,4.0
6413,Zeme,"Irbupītes iela 27, Rīga",2023-12-28,928,928,928,,46 400,50,50.0,-,Privātmājām,,1/1,Rīga,Rīga,rīga,2023.0,4.0
6414,Zeme,"Irbupītes iela 25, Rīga",2023-12-28,908,908,908,,45 400,50,50.0,-,Privātmājām,,1/1,Rīga,Rīga,rīga,2023.0,4.0
6415,Zeme,"Rožu aleja 3, Kuldīga, Kuldīgas nov.",2023-12-28,1 158,1 158,1 158,,15 000,13,12.95,-,Privātmājām,,1/1,Kurzeme,Kurzeme,kuldīgas nov,2023.0,4.0
6416,Zeme,"Riekstu iela 14, Spilve, Babītes pag., Mārupes nov.",2023-12-27,1 256,1 256,1 256,,19 000,15,15.13,-,Privātmājām,,1/1,Pierīga,Pierīga,mārupes nov,2023.0,4.0
6417,Zeme,"Aronija 61, Zirņu pag., Saldus nov.",2023-12-27,607,607,607,,2 500,4,4.12,-,Privātmājām,,1/1,Kurzeme,Kurzeme,saldus nov,2023.0,4.0
6418,Zeme,"Rendas pag., Kuldīgas nov.",2023-12-27,1 920,1 920,1 920,,5 500,3,2.86,-,Privātmājām,,1/1,Kurzeme,Kurzeme,kuldīgas nov,2023.0,4.0
6419,Zeme,"Kalna ceļš 11, Iecēni, Cenu pag., Jelgavas nov.",2023-12-27,2 540,2 540,2 540,,88 900,35,35.0,-,Privātmājām,,1/1,Zemgale,Zemgale,jelgavas nov,2023.0,4.0
6420,Zeme,"219, Birkineļu dārziņi, Kalkūnes pag., Augšdaugavas nov.",2023-12-27,1 464,1 464,1 464,,1 700,1,1.16,-,Privātmājām,,1/1,Latgale,Latgale,augšdaugavas nov,2023.0,4.0
6421,Zeme,"Blīdenes pag., Saldus nov.",2023-12-27,10 829,10 829,10 829,,7 820,1,0.72,7 221,Privātmājām,,1/1,Kurzeme,Kurzeme,saldus nov,2023.0,4.0
6422,Zeme,"Upesgrīvas iela 50, Sunīši, Garkalnes pag., Ropažu nov.",2023-12-27,1 387,1 387,1 387,,45 000,32,32.44,-,Privātmājām,,1/1,Pierīga,Pierīga,ropažu nov,2023.0,4.0
6423,Zeme,"Avotkalna iela 12A, Engure, Engures pag., Tukuma nov.",2023-12-26,1 630,1 630,1 630,,7 000,4,4.29,-,Privātmājām,,1/1,Kurzeme,Kurzeme,tukuma nov,2023.0,4.0
6424,Zeme,"Niedru iela 2, Piņķi, Babītes pag., Mārupes nov.",2023-12-23,801,801,801,,66 490,83,83.01,-,Privātmājām,,1/1,Pierīga,Pierīga,mārupes nov,2023.0,4.0
6425,Zeme,"1. līnija 9M, Jelgava",2023-12-22,1 706,1 706,1 706,,19 000,11,11.14,-,Privātmājām,,1/1,Zemgale,Zemgale,jelgava,2023.0,4.0
6426,Zeme,"Galenieki 54, Dobeles pag., Dobeles nov.",2023-12-22,393,393,393,,3 150,8,8.02,-,Privātmājām,,1/1,Zemgale,Zemgale,dobeles nov,2023.0,4.0
6427,Zeme,"Dzērvenes, Ķesterciems, Engures pag., Tukuma nov.",2023-12-22,3 058,3 058,3 058,,35 000,11,11.45,-,Privātmājām,,1/1,Kurzeme,Kurzeme,tukuma nov,2023.0,4.0
6428,Zeme,"Saltavota iela 53C, Matiņi, Siguldas pag., Siguldas nov.",2023-12-22,2 720,2 720,2 720,,45 000,17,16.54,-,Privātmājām,,1/1,Pierīga,Pierīga,siguldas nov,2023.0,4.0
6429,Zeme,"Lāčplēsis 64, Dzērumi, Ķekavas pag., Ķekavas nov.",2023-12-22,930,930,930,,2 200,2,2.37,-,Privātmājām,,1/1,Pierīga,Pierīga,ķekavas nov,2023.0,4.0
6430,Zeme,"Rietumu iela 13, Vītoliņi, Valgundes pag., Jelgavas nov.",2023-12-22,7 261,7 261,7 261,,9 000,1,1.24,-,Privātmājām,,1/1,Zemgale,Zemgale,jelgavas nov,2023.0,4.0
6431,Zeme,"Kadiķu iela 16, Jūrmala",2023-12-22,955,1 910,955,,20 000,21,20.94,-,Privātmājām,,1/2,Pierīga,Pierīga,jūrmala,2023.0,4.0
6432,Zeme,"Krūmu iela 9, Garkalne, Ādažu pag., Ādažu nov.",2023-12-22,566,566,566,,12 800,23,22.61,-,Privātmājām,,1/1,Pierīga,Pierīga,ādažu nov,2023.0,4.0
6433,Zeme,"Ventspils iela 148, Daugavpils",2023-12-22,1 577,1 577,1 577,,11 000,7,6.98,-,Privātmājām,,1/1,Latgale,Latgale,daugavpils,2023.0,4.0
6434,Zeme,"Vītolu iela 2, Gulbene, Gulbenes nov.",2023-12-22,2 487,2 487,2 487,,25 000,10,10.05,-,Privātmājām,,1/1,Vidzeme,Vidzeme,gulbenes nov,2023.0,4.0
6435,Zeme,"Zelmeņu iela 18, Ādaži, Ādažu nov.",2023-12-21,1 222,1 222,1 222,,20 000,16,16.37,-,Privātmājām,,1/1,Pierīga,Pierīga,ādažu nov,2023.0,4.0
6436,Zeme,"Ciecere 204, Saldus, Saldus nov.",2023-12-21,1 234,1 234,1 234,,5 300,4,4.29,-,Privātmājām,,1/1,Kurzeme,Kurzeme,saldus nov,2023.0,4.0
6437,Zeme,"Matīsa iela 12, Ozolnieki, Ozolnieku pag., Jelgavas nov.",2023-12-21,849,849,849,,29 000,34,34.16,-,Privātmājām,,1/1,Zemgale,Zemgale,jelgavas nov,2023.0,4.0
6438,Zeme,"Kalnciema ceļš 31F, Jelgava",2023-12-21,2 304,4 608,2 304,,20 000,9,8.68,-,Privātmājām,,1/2,Zemgale,Zemgale,jelgava,2023.0,4.0
6439,Zeme,"Mantojumu iela 2, Rāmava, Ķekavas pag., Ķekavas nov.",2023-12-21,1 145,1 145,1 145,,50 000,44,43.67,-,Privātmājām,,1/1,Pierīga,Pierīga,ķekavas nov,2023.0,4.0
6440,Zeme,"Salas iela 6, Ropaži, Ropažu pag., Ropažu nov.",2023-12-21,3 248,3 248,3 248,,2 862,1,0.88,-,Privātmājām,,1/1,Pierīga,Pierīga,ropažu nov,2023.0,4.0
6441,Zeme,"Dārziņu 1. līnija 8A, Rīga",2023-12-21,836,836,836,,12 000,14,14.35,-,Privātmājām,,1/1,Rīga,Rīga,rīga,2023.0,4.0
6442,Zeme,"Pūku iela 10, Rīga",2023-12-21,818,818,818,,12 000,15,14.67,-,Privātmājām,,1/1,Rīga,Rīga,rīga,2023.0,4.0
6443,Zeme,"Pūku iela 26, Rīga",2023-12-21,932,932,932,,12 000,13,12.88,-,Privātmājām,,1/1,Rīga,Rīga,rīga,2023.0,4.0
6444,Zeme,"Puķu iela 8, Rīga",2023-12-21,821,821,821,,12 000,15,14.62,-,Privātmājām,,1/1,Rīga,Rīga,rīga,2023.0,4.0
6445,Zeme,"Pūku iela 24, Rīga",2023-12-21,854,854,854,,12 000,14,14.05,-,Privātmājām,,1/1,Rīga,Rīga,rīga,2023.0,4.0
6446,Zeme,"Norkalni, Saldus pag., Saldus nov.",2023-12-21,1 600,13 400,1 600,,8 000,5,5.0,-,Privātmājām,,8/67,Kurzeme,Kurzeme,saldus nov,2023.0,4.0
6447,Zeme,"Akmentiņi, Saldus pag., Saldus nov.",2023-12-21,800,4 000,800,,2 000,3,2.5,-,Privātmājām,,1/5,Kurzeme,Kurzeme,saldus nov,2023.0,4.0
6448,Zeme,"Kaudzīšu iela 2A, Ogre, Ogres nov.",2023-12-21,1 600,1 600,1 600,,50 000,31,31.25,-,Privātmājām,,1/1,Pierīga,Pierīga,ogres nov,2023.0,4.0
6449,Zeme,"Vārpu iela 10, Carnikava, Carnikavas pag., Ādažu nov.",2023-12-21,1 201,1 201,1 201,,33 000,27,27.48,-,Privātmājām,,1/1,Pierīga,Pierīga,ādažu nov,2023.0,4.0
6450,Zeme,"Rožu iela 11B, Rīga",2023-12-21,726,726,726,,36 800,51,50.69,-,Privātmājām,,1/1,Rīga,Rīga,rīga,2023.0,4.0
6451,Zeme,"23. iela 6, Ječi, Dunikas pag., Dienvidkurzemes nov.",2023-12-21,1 300,1 300,1 300,,2 500,2,1.92,-,Privātmājām,,1/1,Kurzeme,Kurzeme,dienvidkurzemes nov,2023.0,4.0
6452,Zeme,"Atlantika 124, Jāņupe, Olaines pag., Olaines nov.",2023-12-21,669,669,669,,3 000,4,4.48,-,Privātmājām,,1/1,Pierīga,Pierīga,olaines nov,2023.0,4.0
6453,Zeme,"Olaines pag., Olaines nov.",2023-12-21,994,994,994,,2 860,3,2.88,-,Privātmājām,,1/1,Pierīga,Pierīga,olaines nov,2023.0,4.0
6454,Zeme,"Promenādes iela 5, Berģi, Garkalnes pag., Ropažu nov.",2023-12-21,1 203,1 203,1 203,,55 000,46,45.72,-,Privātmājām,,1/1,Pierīga,Pierīga,ropažu nov,2023.0,4.0
6455,Zeme,"Meža iela 25, Saldus, Saldus nov.",2023-12-21,1 640,1 640,1 640,,6 500,4,3.96,-,Privātmājām,,1/1,Kurzeme,Kurzeme,saldus nov,2023.0,4.0
6456,Zeme,"Puriņi 3113, Jāņupe, Olaines pag., Olaines nov.",2023-12-21,590,590,590,,2 460,4,4.17,-,Privātmājām,,1/1,Pierīga,Pierīga,olaines nov,2023.0,4.0
6457,Zeme,"Andra iela 10, Vīkuļi, Babītes pag., Mārupes nov.",2023-12-21,1 247,1 247,1 247,,35 500,28,28.47,-,Privātmājām,,1/1,Pierīga,Pierīga,mārupes nov,2023.0,4.0
6458,Zeme,"Vilces iela 9B, Svēte, Svētes pag., Jelgavas nov.",2023-12-21,2 572,2 572,2 572,,6 000,2,2.33,-,Privātmājām,,1/1,Zemgale,Zemgale,jelgavas nov,2023.0,4.0
6459,Zeme,"Naujenes pag., Augšdaugavas nov.",2023-12-20,1 883,1 883,1 883,,3 400,2,1.81,-,Privātmājām,,1/1,Latgale,Latgale,augšdaugavas nov,2023.0,4.0
6460,Zeme,"Brīvības iela 56, Priekule, Dienvidkurzemes nov.",2023-12-20,1 350,1 350,1 350,,2 400,2,1.78,-,Privātmājām,,1/1,Kurzeme,Kurzeme,dienvidkurzemes nov,2023.0,4.0
6461,Zeme,"Vainagu iela 23, Ādaži, Ādažu nov.",2023-12-20,1 308,1 308,1 308,,46 000,35,35.17,-,Privātmājām,,1/1,Pierīga,Pierīga,ādažu nov,2023.0,4.0
6462,Zeme,"Beberbeķu 5. līnija 10C, Rīga",2023-12-20,1 321,1 321,1 321,,30 000,23,22.71,-,Privātmājām,,1/1,Rīga,Rīga,rīga,2023.0,4.0
6463,Zeme,"Pērsieša iela 3, Ieriķi, Drabešu pag., Cēsu nov.",2023-12-20,4 789,4 789,4 789,,5 000,1,1.04,-,Privātmājām,,1/1,Vidzeme,Vidzeme,cēsu nov,2023.0,4.0
6464,Zeme,"Elejas pag., Jelgavas nov.",2023-12-20,4 500,4 500,4 500,,4 000,1,0.89,-,Privātmājām,,1/1,Zemgale,Zemgale,jelgavas nov,2023.0,4.0
6465,Zeme,"Krastiņu iela 3, Siguļi, Carnikavas pag., Ādažu nov.",2023-12-20,630,630,630,,2 000,3,3.17,-,Privātmājām,,1/1,Pierīga,Pierīga,ādažu nov,2023.0,4.0
6466,Zeme,"Mežsargu iela 36A, Jūrmala",2023-12-20,1 228,1 228,1 228,,110 000,90,89.58,-,Privātmājām,,1/1,Pierīga,Pierīga,jūrmala,2023.0,4.0
6467,Zeme,"Latgales iela 489, Rumbula, Stopiņu pag., Ropažu nov.",2023-12-20,11 500,11 500,11 500,,184 000,16,16.0,160 000,Privātmājām,,1/1,Pierīga,Pierīga,ropažu nov,2023.0,4.0
6468,Zeme,Rīga,2023-12-19,920,920,920,,12 500,14,13.59,-,Privātmājām,,1/1,Rīga,Rīga,rīga,2023.0,4.0
6469,Zeme,"Dāvja iela 36, Jūrmala",2023-12-19,2 695,2 695,2 695,,80 000,30,29.68,-,Privātmājām,,1/1,Pierīga,Pierīga,jūrmala,2023.0,4.0
6470,Zeme,"Cenu pag., Jelgavas nov.",2023-12-19,690,690,690,,4 600,7,6.67,-,Privātmājām,,1/1,Zemgale,Zemgale,jelgavas nov,2023.0,4.0
6471,Zeme,"Ķimeņu iela 14, Rāmava, Ķekavas pag., Ķekavas nov.",2023-12-19,1 245,1 245,1 245,,43 575,35,35.0,-,Privātmājām,,1/1,Pierīga,Pierīga,ķekavas nov,2023.0,4.0
6472,Zeme,"Apmetņu iela 2D, Rīga",2023-12-19,700,700,700,,25 000,36,35.71,-,Privātmājām,,1/1,Rīga,Rīga,rīga,2023.0,4.0
6473,Zeme,"Ķimeņu iela 15, Rāmava, Ķekavas pag., Ķekavas nov.",2023-12-19,1 446,1 446,1 446,,50 610,35,35.0,-,Privātmājām,,1/1,Pierīga,Pierīga,ķekavas nov,2023.0,4.0
6474,Zeme,"Pogaļas, Dzintari, Daugmales pag., Ķekavas nov.",2023-12-19,1 249,1 249,1 249,,17 000,14,13.61,-,Privātmājām,,1/1,Pierīga,Pierīga,ķekavas nov,2023.0,4.0
6475,Zeme,"Lāču iela 12, Lapsas, Babītes pag., Mārupes nov.",2023-12-19,1 571,1 571,1 571,,32 500,21,20.69,-,Privātmājām,,1/1,Pierīga,Pierīga,mārupes nov,2023.0,4.0
6476,Zeme,Rīga,2023-12-19,89,89,89,,2 700,30,30.34,-,Privātmājām,,1/1,Rīga,Rīga,rīga,2023.0,4.0
6477,Zeme,"Jaunzīļu iela 17, Laveri, Carnikavas pag., Ādažu nov.",2023-12-19,1 599,1 599,1 599,,35 000,22,21.89,-,Privātmājām,,1/1,Pierīga,Pierīga,ādažu nov,2023.0,4.0
6478,Zeme,"Ķimeņu iela 24, Rāmava, Ķekavas pag., Ķekavas nov.",2023-12-19,1 404,1 404,1 404,,49 140,35,35.0,-,Privātmājām,,1/1,Pierīga,Pierīga,ķekavas nov,2023.0,4.0
6479,Zeme,"Ķimeņu iela 26, Rāmava, Ķekavas pag., Ķekavas nov.",2023-12-19,1 248,1 248,1 248,,43 680,35,35.0,-,Privātmājām,,1/1,Pierīga,Pierīga,ķekavas nov,2023.0,4.0
6480,Zeme,"Mākoņu iela 15, Bukulti, Garkalnes pag., Ropažu nov.",2023-12-19,2 416,2 416,2 416,,20 000,8,8.28,-,Privātmājām,,1/1,Pierīga,Pierīga,ropažu nov,2023.0,4.0
6481,Zeme,"Mārsilu iela 27, Baltezers, Garkalnes pag., Ropažu nov.",2023-12-19,1 282,1 282,1 282,,60 000,47,46.8,-,Privātmājām,,1/1,Pierīga,Pierīga,ropažu nov,2023.0,4.0
6482,Zeme,"Rojas iela 25A, Rīga",2023-12-19,2 193,2 193,2 193,,80 000,36,36.48,-,Privātmājām,,1/1,Rīga,Rīga,rīga,2023.0,4.0
6483,Zeme,"Strādnieku iela 18, Randene, Kalkūnes pag., Augšdaugavas nov.",2023-12-19,4 900,4 900,4 900,,4 916,1,1.0,-,Privātmājām,,1/1,Latgale,Latgale,augšdaugavas nov,2023.0,4.0
6484,Zeme,"Mazā Juglas iela 47, Rīga",2023-12-19,3 287,3 287,3 287,,66 800,20,20.32,-,Privātmājām,,1/1,Rīga,Rīga,rīga,2023.0,4.0
6485,Zeme,"Zvaigznīšu iela 11, Rotkaļi, Ropažu pag., Ropažu nov.",2023-12-19,2 700,2 700,2 700,,1 200,0,0.44,-,Privātmājām,,1/1,Pierīga,Pierīga,ropažu nov,2023.0,4.0
6486,Zeme,"Zvaigznīšu iela 17, Rotkaļi, Ropažu pag., Ropažu nov.",2023-12-19,4 200,4 200,4 200,,1 200,0,0.29,-,Privātmājām,,1/1,Pierīga,Pierīga,ropažu nov,2023.0,4.0
6487,Zeme,"Zvaigznīšu iela 13, Rotkaļi, Ropažu pag., Ropažu nov.",2023-12-19,2 600,2 600,2 600,,1 200,0,0.46,-,Privātmājām,,1/1,Pierīga,Pierīga,ropažu nov,2023.0,4.0
6488,Zeme,"Zvaigznīšu iela 15, Rotkaļi, Ropažu pag., Ropažu nov.",2023-12-19,3 400,3 400,3 400,,1 200,0,0.35,-,Privātmājām,,1/1,Pierīga,Pierīga,ropažu nov,2023.0,4.0
6489,Zeme,"Lakstīgalu iela 10, Madona, Madonas nov.",2023-12-19,3 094,3 094,3 094,,6 100,2,1.97,-,Privātmājām,,1/1,Latgale,Latgale,madonas nov,2023.0,4.0
6490,Zeme,"Lakstīgalu iela 13, Madona, Madonas nov.",2023-12-19,3 071,3 071,3 071,,6 600,2,2.15,-,Privātmājām,,1/1,Latgale,Latgale,madonas nov,2023.0,4.0
6491,Zeme,"Skudras, Tīnūžu pag., Ogres nov.",2023-12-18,6 300,6 300,6 300,,9 000,1,1.43,-,Privātmājām,,1/1,Pierīga,Pierīga,ogres nov,2023.0,4.0
6492,Zeme,"Zušu iela 4, Egļupe, Inčukalna pag., Siguldas nov.",2023-12-18,591,591,591,,7 000,12,11.84,-,Privātmājām,,1/1,Pierīga,Pierīga,siguldas nov,2023.0,4.0
6493,Zeme,"172, Latgale, Līksnas pag., Augšdaugavas nov.",2023-12-18,474,474,474,,1 500,3,3.16,-,Privātmājām,,1/1,Latgale,Latgale,augšdaugavas nov,2023.0,4.0
6494,Zeme,"Bišu iela 6, Daugavpils",2023-12-18,599,599,599,,2 390,4,3.99,-,Privātmājām,,1/1,Latgale,Latgale,daugavpils,2023.0,4.0
6495,Zeme,"Bērzu iela 7, Jaunjelgava, Aizkraukles nov.",2023-12-18,1 208,1 208,1 208,,1 000,1,0.83,-,Privātmājām,,1/1,Zemgale,Zemgale,aizkraukles nov,2023.0,4.0
6496,Zeme,"Dārznieku iela 25A, Ķekava, Ķekavas nov.",2023-12-18,1 353,1 353,1 353,,22 000,16,16.26,-,Privātmājām,,1/1,Pierīga,Pierīga,ķekavas nov,2023.0,4.0
6497,Zeme,"Beļavas pag., Gulbenes nov.",2023-12-18,4 350,8 700,4 350,,1 081,0,0.25,-,Privātmājām,,1/2,Vidzeme,Vidzeme,gulbenes nov,2023.0,4.0
6498,Zeme,"Beļavas pag., Gulbenes nov.",2023-12-18,4 724,9 447,4 724,,1 228,0,0.26,-,Privātmājām,,1/2,Vidzeme,Vidzeme,gulbenes nov,2023.0,4.0
6499,Zeme,"Beļavas pag., Gulbenes nov.",2023-12-18,4 583,9 165,4 583,,1 175,0,0.26,-,Privātmājām,,1/2,Vidzeme,Vidzeme,gulbenes nov,2023.0,4.0
6500,Zeme,"Lielezeres iela 18, Rīga",2023-12-18,3 293,3 293,3 293,,485 000,147,147.28,-,Privātmājām,,1/1,Rīga,Rīga,rīga,2023.0,4.0
6501,Zeme,"Beļavas pag., Gulbenes nov.",2023-12-18,5 600,11 200,5 600,,2 022,0,0.36,-,Privātmājām,,1/2,Vidzeme,Vidzeme,gulbenes nov,2023.0,4.0
6502,Zeme,"Piecpadsmitā iela 42, Šķēde, Medzes pag., Dienvidkurzemes nov.",2023-12-18,540,540,540,,2 400,4,4.44,-,Privātmājām,,1/1,Kurzeme,Kurzeme,dienvidkurzemes nov,2023.0,4.0
6503,Zeme,"Kastaņu iela 24, Ozolnieki, Ozolnieku pag., Jelgavas nov.",2023-12-18,420,420,420,,6 400,15,15.24,-,Privātmājām,,1/1,Zemgale,Zemgale,jelgavas nov,2023.0,4.0
6504,Zeme,"Zari, Iļķene, Ādažu pag., Ādažu nov.",2023-12-18,5 000,5 000,5 000,,15 000,3,3.0,-,Privātmājām,,1/1,Pierīga,Pierīga,ādažu nov,2023.0,4.0
6505,Zeme,"Āķu iela 1A, Baltezers, Ādažu pag., Ādažu nov.",2023-12-18,858,1 715,858,,8 000,9,9.33,-,Privātmājām,,1/2,Pierīga,Pierīga,ādažu nov,2023.0,4.0
6506,Zeme,"Celtnieku iela 15A, Grobiņa, Dienvidkurzemes nov.",2023-12-15,1 257,1 257,1 257,,19 500,16,15.51,-,Privātmājām,,1/1,Kurzeme,Kurzeme,dienvidkurzemes nov,2023.0,4.0
6507,Zeme,"Dobeles pag., Dobeles nov.",2023-12-15,2 500,2 500,2 500,,2 200,1,0.88,-,Privātmājām,,1/1,Zemgale,Zemgale,dobeles nov,2023.0,4.0
