,Category,Address,Date,Sold_Area_m2,Total_Area_m2,Land_m2,Interior_Area_m2,Price_EUR,Total_EUR_m2,Land_EUR_m2,Land_EUR_ha,Type,Finishing,Dom_Parts,region_with_riga,region_riga_separate,municipality,Year,Quarter
6508,Zeme,"Tvaiku iela 27, Liepāja",2023-12-15,789,789,789,,13 000,16,16.48,-,Privātmājām,,1/1,Kurzeme,Kurzeme,liepāja,2023.0,4.0
6509,Zeme,"Alsungas iela 19, Kuldīga, Kuldīgas nov.",2023-12-15,2 250,2 250,2 250,,3 000,1,1.33,-,Privātmājām,,1/1,Kurzeme,Kurzeme,kuldīgas nov,2023.0,4.0
6510,Zeme,"Begoniju iela 6, Ķekava, Ķekavas nov.",2023-12-15,1 201,1 201,1 201,,119 000,99,99.08,-,Privātmājām,,1/1,Pierīga,Pierīga,ķekavas nov,2023.0,4.0
6511,Zeme,"Imantas 6. līnija 7C, Rīga",2023-12-15,806,1 612,806,,12 500,16,15.51,-,Privātmājām,,1/2,Rīga,Rīga,rīga,2023.0,4.0
6512,Zeme,"Mārsilu iela 11, Salaspils, Salaspils nov.",2023-12-15,1 237,1 237,1 237,,30 000,24,24.25,-,Privātmājām,,1/1,Pierīga,Pierīga,salaspils nov,2023.0,4.0
6513,Zeme,"Pureņu iela 11, Mārupe, Mārupes nov.",2023-12-15,1 502,1 502,1 502,,79 000,53,52.6,-,Privātmājām,,1/1,Pierīga,Pierīga,mārupes nov,2023.0,4.0
6514,Zeme,"Jaunmuižas ceļš 8, Baldones pag., Ķekavas nov.",2023-12-15,5 039,5 039,5 039,,2 500,1,0.5,-,Privātmājām,,1/1,Pierīga,Pierīga,ķekavas nov,2023.0,4.0
6515,Zeme,"Veckauķu ceļš 3, Baldones pag., Ķekavas nov.",2023-12-15,4 958,4 958,4 958,,2 500,1,0.5,-,Privātmājām,,1/1,Pierīga,Pierīga,ķekavas nov,2023.0,4.0
6516,Zeme,"Jūras iela 15, Lembuži, Liepupes pag., Limbažu nov.",2023-12-15,2 521,2 521,2 521,,46 639,19,18.5,-,Privātmājām,,1/1,Vidzeme,Vidzeme,limbažu nov,2023.0,4.0
6517,Zeme,"Līdumu iela 2, Aizpute, Dienvidkurzemes nov.",2023-12-15,1 347,1 347,1 347,,3 200,2,2.38,-,Privātmājām,,1/1,Kurzeme,Kurzeme,dienvidkurzemes nov,2023.0,4.0
6518,Zeme,"Meža iela 4, Līgatne, Cēsu nov.",2023-12-15,10 346,10 346,10 346,,4 300,0,0.42,4 156,Privātmājām,,1/1,Vidzeme,Vidzeme,cēsu nov,2023.0,4.0
6519,Zeme,"Rītausmas iela 8, Līgatne, Cēsu nov.",2023-12-15,2 507,2 507,2 507,,13 800,6,5.5,-,Privātmājām,,1/1,Vidzeme,Vidzeme,cēsu nov,2023.0,4.0
6520,Zeme,"Austrumu iela 2, Līgatne, Cēsu nov.",2023-12-15,2 455,2 455,2 455,,10 900,4,4.44,-,Privātmājām,,1/1,Vidzeme,Vidzeme,cēsu nov,2023.0,4.0
6521,Zeme,"Pīlādžu iela 2, Jaunmārupe, Mārupes pag., Mārupes nov.",2023-12-15,1 519,3 038,1 519,,30 000,20,19.75,-,Privātmājām,,1/2,Pierīga,Pierīga,mārupes nov,2023.0,4.0
6522,Zeme,"Vircavas pag., Jelgavas nov.",2023-12-15,2 659,2 659,2 659,,4 800,2,1.81,-,Privātmājām,,1/1,Zemgale,Zemgale,jelgavas nov,2023.0,4.0
6523,Zeme,"Viestura iela 9, Jūrmala",2023-12-15,1 034,1 752,1 034,,50 000,48,48.37,-,Privātmājām,,59/100,Pierīga,Pierīga,jūrmala,2023.0,4.0
6524,Zeme,"Sērenes pag., Aizkraukles nov.",2023-12-14,710,710,710,,1 200,2,1.69,-,Privātmājām,,1/1,Zemgale,Zemgale,aizkraukles nov,2023.0,4.0
6525,Zeme,"Taku iela 36, Berģi, Garkalnes pag., Ropažu nov.",2023-12-14,1 369,1 369,1 369,,265 000,194,193.57,-,Privātmājām,,1/1,Pierīga,Pierīga,ropažu nov,2023.0,4.0
6526,Zeme,"Lāču iela 8, Bukulti, Garkalnes pag., Ropažu nov.",2023-12-14,713,713,713,,15 500,22,21.74,-,Privātmājām,,1/1,Pierīga,Pierīga,ropažu nov,2023.0,4.0
6527,Zeme,"Kalnpriedes, Kocēnu pag., Valmieras nov.",2023-12-14,3 257,3 257,3 257,,3 500,1,1.07,-,Privātmājām,,1/1,Vidzeme,Vidzeme,valmieras nov,2023.0,4.0
6528,Zeme,"Vidrižu pag., Limbažu nov.",2023-12-14,7 900,7 900,7 900,,4 700,1,0.59,-,Privātmājām,,1/1,Vidzeme,Vidzeme,limbažu nov,2023.0,4.0
6529,Zeme,"Tērauda iela 10A, Ventspils",2023-12-14,2 106,2 106,2 106,,10 000,5,4.75,-,Privātmājām,,1/1,Kurzeme,Kurzeme,ventspils,2023.0,4.0
6530,Zeme,"Alkšņu iela 5, Gulbene, Gulbenes nov.",2023-12-14,7 323,7 323,7 323,,7 776,1,1.06,-,Privātmājām,,1/1,Vidzeme,Vidzeme,gulbenes nov,2023.0,4.0
6531,Zeme,"Mežgravu iela 8, Ķekava, Ķekavas nov.",2023-12-14,2 853,26 891,2 853,,32 000,11,11.22,-,Privātmājām,,1427/13450,Pierīga,Pierīga,ķekavas nov,2023.0,4.0
6532,Zeme,"Tērvetes iela 33, Dobele, Dobeles nov.",2023-12-14,1 135,1 135,1 135,,6 700,6,5.9,-,Privātmājām,,1/1,Zemgale,Zemgale,dobeles nov,2023.0,4.0
6533,Zeme,"Varoņu iela 12, Auce, Dobeles nov.",2023-12-14,1 284,1 284,1 284,,2 200,2,1.71,-,Privātmājām,,1/1,Zemgale,Zemgale,dobeles nov,2023.0,4.0
6534,Zeme,"Voldemāra iela 3, Saulesdārzs, Tīnūžu pag., Ogres nov.",2023-12-13,1 559,1 559,1 559,,6 500,4,4.17,-,Privātmājām,,1/1,Pierīga,Pierīga,ogres nov,2023.0,4.0
6535,Zeme,"Ūdens iela 5B, Valmiera, Valmieras nov.",2023-12-13,1 317,1 317,1 317,,7 000,5,5.32,-,Privātmājām,,1/1,Vidzeme,Vidzeme,valmieras nov,2023.0,4.0
6536,Zeme,"Vārpu iela 38, Carnikava, Carnikavas pag., Ādažu nov.",2023-12-13,1 283,1 283,1 283,,41 000,32,31.96,-,Privātmājām,,1/1,Pierīga,Pierīga,ādažu nov,2023.0,4.0
6537,Zeme,"Patmalnieki, Baldones pag., Ķekavas nov.",2023-12-13,6 416,6 416,6 416,,32 000,5,4.99,-,Privātmājām,,1/1,Pierīga,Pierīga,ķekavas nov,2023.0,4.0
6538,Zeme,"Uzvara 14, Pleikšņi, Ozolaines pag., Rēzeknes nov.",2023-12-13,405,405,405,,1 100,3,2.72,-,Privātmājām,,1/1,Latgale,Latgale,rēzeknes nov,2023.0,4.0
6539,Zeme,"Dzilnu iela 4, Salaspils, Salaspils nov.",2023-12-13,800,800,800,,9 000,11,11.25,-,Privātmājām,,1/1,Pierīga,Pierīga,salaspils nov,2023.0,4.0
6540,Zeme,"Kalna iela 28, Skrīveri, Skrīveru pag., Aizkraukles nov.",2023-12-12,1 738,1 738,1 738,,43 500,25,25.03,-,Privātmājām,,1/1,Zemgale,Zemgale,aizkraukles nov,2023.0,4.0
6541,Zeme,"Ābelīte 151, Ābelīte, Sējas pag., Saulkrastu nov.",2023-12-12,706,706,706,,1 610,2,2.28,-,Privātmājām,,1/1,Pierīga,Pierīga,saulkrastu nov,2023.0,4.0
6542,Zeme,"Urdziņas iela 36, Rīga",2023-12-12,1 025,1 025,1 025,,48 175,47,47.0,-,Privātmājām,,1/1,Rīga,Rīga,rīga,2023.0,4.0
6543,Zeme,"Tīruma iela 19, Jēkabpils, Jēkabpils nov.",2023-12-12,1 017,1 017,1 017,,9 500,9,9.34,-,Privātmājām,,1/1,Zemgale,Zemgale,jēkabpils nov,2023.0,4.0
6544,Zeme,"4. līnija 66C, Jelgava",2023-12-12,1 072,1 072,1 072,,9 000,8,8.4,-,Privātmājām,,1/1,Zemgale,Zemgale,jelgava,2023.0,4.0
6545,Zeme,"6. līnija 47B, Jelgava",2023-12-12,1 200,1 200,1 200,,15 000,13,12.5,-,Privātmājām,,1/1,Zemgale,Zemgale,jelgava,2023.0,4.0
6546,Zeme,"104, Birkineļu dārziņi, Kalkūnes pag., Augšdaugavas nov.",2023-12-12,614,614,614,,1 200,2,1.95,-,Privātmājām,,1/1,Latgale,Latgale,augšdaugavas nov,2023.0,4.0
6547,Zeme,"Tērauda iela 16A, Ventspils",2023-12-12,1 765,1 765,1 765,,2 800,2,1.59,-,Privātmājām,,1/1,Kurzeme,Kurzeme,ventspils,2023.0,4.0
6548,Zeme,"Jaunā iela 21, Jūrmala",2023-12-12,420,924,420,,62 300,148,148.33,-,Privātmājām,,5/11,Pierīga,Pierīga,jūrmala,2023.0,4.0
6549,Zeme,"Donaviņas iela 12, Jēkabpils, Jēkabpils nov.",2023-12-12,787,1 573,787,,3 300,4,4.2,-,Privātmājām,,1/2,Zemgale,Zemgale,jēkabpils nov,2023.0,4.0
6550,Zeme,"Zaķu iela 7, Jaundubeņi, Grobiņas pag., Dienvidkurzemes nov.",2023-12-12,640,640,640,,5 000,8,7.81,-,Privātmājām,,1/1,Kurzeme,Kurzeme,dienvidkurzemes nov,2023.0,4.0
6551,Zeme,"Austrumu iela 61, Kadaga, Ādažu pag., Ādažu nov.",2023-12-11,2 830,2 830,2 830,,35 000,12,12.37,-,Privātmājām,,1/1,Pierīga,Pierīga,ādažu nov,2023.0,4.0
6552,Zeme,"Īsā iela 2, Spilve, Babītes pag., Mārupes nov.",2023-12-11,1 583,1 583,1 583,,29 000,18,18.32,-,Privātmājām,,1/1,Pierīga,Pierīga,mārupes nov,2023.0,4.0
6553,Zeme,"Vārpu iela 29, Carnikava, Carnikavas pag., Ādažu nov.",2023-12-11,1 201,1 201,1 201,,35 000,29,29.14,-,Privātmājām,,1/1,Pierīga,Pierīga,ādažu nov,2023.0,4.0
6554,Zeme,"Lakstīgalu iela 3, Madona, Madonas nov.",2023-12-11,2 396,2 396,2 396,,5 200,2,2.17,-,Privātmājām,,1/1,Latgale,Latgale,madonas nov,2023.0,4.0
6555,Zeme,"Augļu iela 18, Ventspils",2023-12-11,1 244,1 244,1 244,,9 000,7,7.23,-,Privātmājām,,1/1,Kurzeme,Kurzeme,ventspils,2023.0,4.0
6556,Zeme,"Lakstīgalu iela 1, Madona, Madonas nov.",2023-12-11,2 305,2 305,2 305,,4 300,2,1.87,-,Privātmājām,,1/1,Latgale,Latgale,madonas nov,2023.0,4.0
6557,Zeme,"Lakstīgalu iela 4, Madona, Madonas nov.",2023-12-11,2 884,2 884,2 884,,5 500,2,1.91,-,Privātmājām,,1/1,Latgale,Latgale,madonas nov,2023.0,4.0
6558,Zeme,"Lakstīgalu iela 11, Madona, Madonas nov.",2023-12-11,3 282,3 282,3 282,,5 300,2,1.61,-,Privātmājām,,1/1,Latgale,Latgale,madonas nov,2023.0,4.0
6559,Zeme,"Strausu iela 2, Kalngale, Carnikavas pag., Ādažu nov.",2023-12-11,1 201,1 201,1 201,,21 628,18,18.01,-,Privātmājām,,1/1,Pierīga,Pierīga,ādažu nov,2023.0,4.0
6560,Zeme,"Latgales iela 196, Ludza, Ludzas nov.",2023-12-11,566,1 132,566,,1 900,3,3.36,-,Privātmājām,,1/2,Latgale,Latgale,ludzas nov,2023.0,4.0
6561,Zeme,"Lakstīgalu iela 2, Madona, Madonas nov.",2023-12-11,2 556,2 556,2 556,,5 000,2,1.96,-,Privātmājām,,1/1,Latgale,Latgale,madonas nov,2023.0,4.0
6562,Zeme,"Liepu iela 2, Madona, Madonas nov.",2023-12-11,2 882,2 882,2 882,,4 600,2,1.6,-,Privātmājām,,1/1,Latgale,Latgale,madonas nov,2023.0,4.0
6563,Zeme,"Salu iela 5, Madona, Madonas nov.",2023-12-11,3 563,3 563,3 563,,8 100,2,2.27,-,Privātmājām,,1/1,Latgale,Latgale,madonas nov,2023.0,4.0
6564,Zeme,"Liepu iela 4, Madona, Madonas nov.",2023-12-11,2 939,2 939,2 939,,4 600,2,1.57,-,Privātmājām,,1/1,Latgale,Latgale,madonas nov,2023.0,4.0
6565,Zeme,"Liepu iela 3, Madona, Madonas nov.",2023-12-11,2 728,2 728,2 728,,4 500,2,1.65,-,Privātmājām,,1/1,Latgale,Latgale,madonas nov,2023.0,4.0
6566,Zeme,"Cēres iela 108, Rīga",2023-12-10,1 661,1 661,1 661,,160 000,96,96.33,-,Privātmājām,,1/1,Rīga,Rīga,rīga,2023.0,4.0
6567,Zeme,"Ezera iela 21, Siguļi, Carnikavas pag., Ādažu nov.",2023-12-08,3 930,3 930,3 930,,40 000,10,10.18,-,Privātmājām,,1/1,Pierīga,Pierīga,ādažu nov,2023.0,4.0
6568,Zeme,"Parka iela 21, Ādaži, Ādažu nov.",2023-12-08,1 870,1 870,1 870,,10 000,5,5.35,-,Privātmājām,,1/1,Pierīga,Pierīga,ādažu nov,2023.0,4.0
6569,Zeme,"Parka iela 23, Ādaži, Ādažu nov.",2023-12-08,2 053,2 053,2 053,,10 000,5,4.87,-,Privātmājām,,1/1,Pierīga,Pierīga,ādažu nov,2023.0,4.0
6570,Zeme,"Attekas ceļš 39, Salaspils pag., Salaspils nov.",2023-12-08,1 393,1 393,1 393,,25 000,18,17.95,-,Privātmājām,,1/1,Pierīga,Pierīga,salaspils nov,2023.0,4.0
6571,Zeme,"Zaķu iela 6, Podkājas, Ropažu pag., Ropažu nov.",2023-12-08,650,650,650,,2 000,3,3.08,-,Privātmājām,,1/1,Pierīga,Pierīga,ropažu nov,2023.0,4.0
6572,Zeme,"Zvaigžņu iela 17, Skulte, Skultes pag., Limbažu nov.",2023-12-08,995,1 616,995,,6 231,6,6.26,-,Privātmājām,,995/1616,Vidzeme,Vidzeme,limbažu nov,2023.0,4.0
6573,Zeme,"Zvaigžņu iela 11, Skulte, Skultes pag., Limbažu nov.",2023-12-08,1 136,1 781,1 136,,7 114,6,6.26,-,Privātmājām,,1136/1781,Vidzeme,Vidzeme,limbažu nov,2023.0,4.0
6574,Zeme,"Zvaigžņu iela 15, Skulte, Skultes pag., Limbažu nov.",2023-12-08,1 708,2 331,1 708,,10 696,6,6.26,-,Privātmājām,,244/333,Vidzeme,Vidzeme,limbažu nov,2023.0,4.0
6575,Zeme,"Zvaigžņu iela 19A, Skulte, Skultes pag., Limbažu nov.",2023-12-08,1 200,1 200,1 200,,7 077,6,5.9,-,Privātmājām,,1/1,Vidzeme,Vidzeme,limbažu nov,2023.0,4.0
6576,Zeme,"Džutas iela 4, Rīga",2023-12-07,566,566,566,,50 000,88,88.34,-,Privātmājām,,1/1,Rīga,Rīga,rīga,2023.0,4.0
6577,Zeme,"Sauliešu iela 23, Tīraine, Mārupes pag., Mārupes nov.",2023-12-07,1 411,1 411,1 411,,48 500,34,34.37,-,Privātmājām,,1/1,Pierīga,Pierīga,mārupes nov,2023.0,4.0
6578,Zeme,"Divdesmit astotā iela 34, Šķēde, Medzes pag., Dienvidkurzemes nov.",2023-12-07,719,719,719,,5 000,7,6.95,-,Privātmājām,,1/1,Kurzeme,Kurzeme,dienvidkurzemes nov,2023.0,4.0
6579,Zeme,"Parka iela 4, Kuldīga, Kuldīgas nov.",2023-12-07,909,909,909,,36 360,40,40.0,-,Privātmājām,,1/1,Kurzeme,Kurzeme,kuldīgas nov,2023.0,4.0
6580,Zeme,"Olaines pag., Olaines nov.",2023-12-07,600,600,600,,5 900,10,9.83,-,Privātmājām,,1/1,Pierīga,Pierīga,olaines nov,2023.0,4.0
6581,Zeme,"Bērziņi 157, Rājumi, Olaines pag., Olaines nov.",2023-12-07,569,569,569,,6 900,12,12.13,-,Privātmājām,,1/1,Pierīga,Pierīga,olaines nov,2023.0,4.0
6582,Zeme,"Rozenieku iela 11, Jaunsils, Ķekavas pag., Ķekavas nov.",2023-12-07,1 202,1 202,1 202,,29 000,24,24.13,-,Privātmājām,,1/1,Pierīga,Pierīga,ķekavas nov,2023.0,4.0
6583,Zeme,"Gulbju iela 4, Medemciems, Olaines pag., Olaines nov.",2023-12-07,670,670,670,,15 000,22,22.39,-,Privātmājām,,1/1,Pierīga,Pierīga,olaines nov,2023.0,4.0
6584,Zeme,"Stars 184, Dāvi, Olaines pag., Olaines nov.",2023-12-07,630,630,630,,9 000,14,14.29,-,Privātmājām,,1/1,Pierīga,Pierīga,olaines nov,2023.0,4.0
6585,Zeme,"Zaķu iela 17, Tūja, Liepupes pag., Limbažu nov.",2023-12-07,2 595,2 595,2 595,,10 000,4,3.85,-,Privātmājām,,1/1,Vidzeme,Vidzeme,limbažu nov,2023.0,4.0
6586,Zeme,"Jugla 188, Podkājas, Ropažu pag., Ropažu nov.",2023-12-07,654,654,654,,4 800,7,7.34,-,Privātmājām,,1/1,Pierīga,Pierīga,ropažu nov,2023.0,4.0
6587,Zeme,"Vītolu iela 3, Ainava, Saulkrastu pag., Saulkrastu nov.",2023-12-07,801,801,801,,11 000,14,13.73,-,Privātmājām,,1/1,Pierīga,Pierīga,saulkrastu nov,2023.0,4.0
6588,Zeme,"Pūra ceļš 38, Jelgava",2023-12-07,2 869,2 869,2 869,,37 000,13,12.9,-,Privātmājām,,1/1,Zemgale,Zemgale,jelgava,2023.0,4.0
6589,Zeme,"Atpūtas iela 5A, Inčukalns, Inčukalna pag., Siguldas nov.",2023-12-07,4 710,4 710,4 710,,25 000,5,5.31,-,Privātmājām,,1/1,Pierīga,Pierīga,siguldas nov,2023.0,4.0
6590,Zeme,"Vasara 188, Virši, Olaines pag., Olaines nov.",2023-12-07,622,622,622,,5 660,9,9.1,-,Privātmājām,,1/1,Pierīga,Pierīga,olaines nov,2023.0,4.0
6591,Zeme,"Avotu iela 5A, Baldone, Ķekavas nov.",2023-12-07,1 350,1 350,1 350,,8 000,6,5.93,-,Privātmājām,,1/1,Pierīga,Pierīga,ķekavas nov,2023.0,4.0
6592,Zeme,"Durbes iela 7, Liepāja",2023-12-06,1 010,1 010,1 010,,75 000,74,74.26,-,Privātmājām,,1/1,Kurzeme,Kurzeme,liepāja,2023.0,4.0
6593,Zeme,"Vecumnieku iela 5, Medemciems, Olaines pag., Olaines nov.",2023-12-06,780,780,780,,37 000,47,47.44,-,Privātmājām,,1/1,Pierīga,Pierīga,olaines nov,2023.0,4.0
6594,Zeme,"Balto Ķiršu iela 32, Jaunsaurieši, Salaspils pag., Salaspils nov.",2023-12-06,1 592,1 592,1 592,,18 000,11,11.31,-,Privātmājām,,1/1,Pierīga,Pierīga,salaspils nov,2023.0,4.0
6595,Zeme,"Smilškalna iela 8, Ķekava, Ķekavas nov.",2023-12-06,1 226,1 226,1 226,,12 000,10,9.79,-,Privātmājām,,1/1,Pierīga,Pierīga,ķekavas nov,2023.0,4.0
6596,Zeme,"Virsaišu iela 8, Ķekava, Ķekavas nov.",2023-12-06,1 274,1 274,1 274,,12 000,9,9.42,-,Privātmājām,,1/1,Pierīga,Pierīga,ķekavas nov,2023.0,4.0
6597,Zeme,"4. līnija 66G, Jelgava",2023-12-06,1 053,1 053,1 053,,49 000,47,46.53,-,Privātmājām,,1/1,Zemgale,Zemgale,jelgava,2023.0,4.0
6598,Zeme,"Jāņupietis 24, Jāņupe, Olaines pag., Olaines nov.",2023-12-06,603,603,603,,1 700,3,2.82,-,Privātmājām,,1/1,Pierīga,Pierīga,olaines nov,2023.0,4.0
6599,Zeme,"Slokas iela 93, Jūrmala",2023-12-06,15 336,23 001,15 336,,153 000,10,9.98,99 766,Privātmājām,,2667/4000,Pierīga,Pierīga,jūrmala,2023.0,4.0
6600,Zeme,"Skolas iela 23, Auce, Dobeles nov.",2023-12-06,4 221,4 221,4 221,,6 750,2,1.6,-,Privātmājām,,1/1,Zemgale,Zemgale,dobeles nov,2023.0,4.0
6601,Zeme,"Alsungas iela 26, Kuldīga, Kuldīgas nov.",2023-12-06,737,737,737,,5 000,7,6.78,-,Privātmājām,,1/1,Kurzeme,Kurzeme,kuldīgas nov,2023.0,4.0
6602,Zeme,"Alsungas iela 28, Kuldīga, Kuldīgas nov.",2023-12-06,678,678,678,,5 000,7,7.37,-,Privātmājām,,1/1,Kurzeme,Kurzeme,kuldīgas nov,2023.0,4.0
6603,Zeme,"Alsungas iela 30, Kuldīga, Kuldīgas nov.",2023-12-06,850,850,850,,5 000,6,5.88,-,Privātmājām,,1/1,Kurzeme,Kurzeme,kuldīgas nov,2023.0,4.0
6604,Zeme,"Alsungas iela 32, Kuldīga, Kuldīgas nov.",2023-12-06,961,961,961,,5 000,5,5.2,-,Privātmājām,,1/1,Kurzeme,Kurzeme,kuldīgas nov,2023.0,4.0
6605,Zeme,"Jūrkalnes iela 2, Kuldīga, Kuldīgas nov.",2023-12-06,1 255,1 255,1 255,,7 000,6,5.58,-,Privātmājām,,1/1,Kurzeme,Kurzeme,kuldīgas nov,2023.0,4.0
6606,Zeme,"Jūrkalnes iela 4, Kuldīga, Kuldīgas nov.",2023-12-06,1 242,1 242,1 242,,7 000,6,5.64,-,Privātmājām,,1/1,Kurzeme,Kurzeme,kuldīgas nov,2023.0,4.0
6607,Zeme,"Jūrkalnes iela 6, Kuldīga, Kuldīgas nov.",2023-12-06,1 228,1 228,1 228,,7 000,6,5.7,-,Privātmājām,,1/1,Kurzeme,Kurzeme,kuldīgas nov,2023.0,4.0
6608,Zeme,"Jūrkalnes iela 8, Kuldīga, Kuldīgas nov.",2023-12-06,1 214,1 214,1 214,,7 000,6,5.77,-,Privātmājām,,1/1,Kurzeme,Kurzeme,kuldīgas nov,2023.0,4.0
6609,Zeme,"Jūrkalnes iela 10, Kuldīga, Kuldīgas nov.",2023-12-06,1 249,1 249,1 249,,7 000,6,5.6,-,Privātmājām,,1/1,Kurzeme,Kurzeme,kuldīgas nov,2023.0,4.0
6610,Zeme,"Jūrkalnes iela 1, Kuldīga, Kuldīgas nov.",2023-12-06,1 203,1 203,1 203,,7 000,6,5.82,-,Privātmājām,,1/1,Kurzeme,Kurzeme,kuldīgas nov,2023.0,4.0
6611,Zeme,"Jūrkalnes iela 3, Kuldīga, Kuldīgas nov.",2023-12-06,1 201,1 201,1 201,,7 000,6,5.83,-,Privātmājām,,1/1,Kurzeme,Kurzeme,kuldīgas nov,2023.0,4.0
6612,Zeme,"Jūrkalnes iela 5, Kuldīga, Kuldīgas nov.",2023-12-06,1 203,1 203,1 203,,7 000,6,5.82,-,Privātmājām,,1/1,Kurzeme,Kurzeme,kuldīgas nov,2023.0,4.0
6613,Zeme,"Jūrkalnes iela 7, Kuldīga, Kuldīgas nov.",2023-12-06,1 201,1 201,1 201,,7 000,6,5.83,-,Privātmājām,,1/1,Kurzeme,Kurzeme,kuldīgas nov,2023.0,4.0
6614,Zeme,"Vārpu iela 23, Carnikava, Carnikavas pag., Ādažu nov.",2023-12-05,1 211,1 211,1 211,,36 000,30,29.73,-,Privātmājām,,1/1,Pierīga,Pierīga,ādažu nov,2023.0,4.0
6615,Zeme,"Cīruļu iela 73A, Jūrmala",2023-12-05,2 421,2 421,2 421,,27 000,11,11.15,-,Privātmājām,,1/1,Pierīga,Pierīga,jūrmala,2023.0,4.0
6616,Zeme,"Smilšu iela 12B, Inčukalns, Inčukalna pag., Siguldas nov.",2023-12-05,914,914,914,,8 000,9,8.75,-,Privātmājām,,1/1,Pierīga,Pierīga,siguldas nov,2023.0,4.0
6617,Zeme,Rīga,2023-12-05,22 105,44 209,22 105,,325 000,15,14.7,147 029,Privātmājām,,1/2,Rīga,Rīga,rīga,2023.0,4.0
6618,Zeme,Rīga,2023-12-05,4 921,4 921,4 921,,44 895,9,9.12,-,Privātmājām,,1/1,Rīga,Rīga,rīga,2023.0,4.0
6619,Zeme,"Saldus pag., Saldus nov.",2023-12-05,558,558,558,,3 000,5,5.38,-,Privātmājām,,1/1,Kurzeme,Kurzeme,saldus nov,2023.0,4.0
6620,Zeme,"Pastendes iela 7A, Rīga",2023-12-05,604,604,604,,42 000,70,69.54,-,Privātmājām,,1/1,Rīga,Rīga,rīga,2023.0,4.0
6621,Zeme,"Rubeņu iela 65, Jūrmala",2023-12-05,2 200,2 200,2 200,,50 394,23,22.91,-,Privātmājām,,1/1,Pierīga,Pierīga,jūrmala,2023.0,4.0
6622,Zeme,"Stradu pag., Gulbenes nov.",2023-12-05,700,700,700,,1 533,2,2.19,-,Privātmājām,,1/1,Vidzeme,Vidzeme,gulbenes nov,2023.0,4.0
6623,Zeme,"Krūmu iela 9, Saulkrasti, Saulkrastu nov.",2023-12-05,321,1 282,321,,7 000,22,21.84,-,Privātmājām,,1/4,Pierīga,Pierīga,saulkrastu nov,2023.0,4.0
6624,Zeme,"Mežgravu iela 8, Ķekava, Ķekavas nov.",2023-12-05,2 854,26 891,2 854,,4 000,1,1.4,-,Privātmājām,,571/5380,Pierīga,Pierīga,ķekavas nov,2023.0,4.0
6625,Zeme,"Kalnciema ceļš 106F, Jelgava",2023-12-04,2 002,2 002,2 002,,38 000,19,18.98,-,Privātmājām,,1/1,Zemgale,Zemgale,jelgava,2023.0,4.0
6626,Zeme,"Kalnciema ceļš 106G, Jelgava",2023-12-04,2 169,2 169,2 169,,40 000,18,18.44,-,Privātmājām,,1/1,Zemgale,Zemgale,jelgava,2023.0,4.0
6627,Zeme,"Biržu iela 50, Bauska, Bauskas nov.",2023-12-04,1 431,1 431,1 431,,9 500,7,6.64,-,Privātmājām,,1/1,Zemgale,Zemgale,bauskas nov,2023.0,4.0
6628,Zeme,"Vidus iela 13, Daugavpils",2023-12-04,296,591,296,,1 723,6,5.83,-,Privātmājām,,1/2,Latgale,Latgale,daugavpils,2023.0,4.0
6629,Zeme,"Ventspils iela 113, Daugavpils",2023-12-04,708,1 073,708,,2 640,4,3.73,-,Privātmājām,,33/50,Latgale,Latgale,daugavpils,2023.0,4.0
6630,Zeme,"Skolas iela 29A, Baldone, Ķekavas nov.",2023-12-04,1 200,1 200,1 200,,5 124,4,4.27,-,Privātmājām,,1/1,Pierīga,Pierīga,ķekavas nov,2023.0,4.0
6631,Zeme,Rīga,2023-12-04,2 014,2 014,2 014,,24 000,12,11.92,-,Privātmājām,,1/1,Rīga,Rīga,rīga,2023.0,4.0
6632,Zeme,"Vējupes iela 13, Ādaži, Ādažu nov.",2023-12-04,1 679,1 679,1 679,,20 000,12,11.91,-,Privātmājām,,1/1,Pierīga,Pierīga,ādažu nov,2023.0,4.0
6633,Zeme,"Tumes pag., Tukuma nov.",2023-12-04,660,660,660,,1 000,2,1.52,-,Privātmājām,,1/1,Kurzeme,Kurzeme,tukuma nov,2023.0,4.0
6634,Zeme,"Jaunmuižas ceļš 5, Baldones pag., Ķekavas nov.",2023-12-04,5 356,5 356,5 356,,2 500,0,0.47,-,Privātmājām,,1/1,Pierīga,Pierīga,ķekavas nov,2023.0,4.0
6635,Zeme,"Jaunmuižas ceļš 6, Baldones pag., Ķekavas nov.",2023-12-04,5 065,5 065,5 065,,2 500,0,0.49,-,Privātmājām,,1/1,Pierīga,Pierīga,ķekavas nov,2023.0,4.0
6636,Zeme,"Jaunmuižas ceļš 10, Baldones pag., Ķekavas nov.",2023-12-04,5 010,5 010,5 010,,2 500,1,0.5,-,Privātmājām,,1/1,Pierīga,Pierīga,ķekavas nov,2023.0,4.0
6637,Zeme,"Jaunmuižas ceļš 12, Baldones pag., Ķekavas nov.",2023-12-04,5 085,5 085,5 085,,2 500,0,0.49,-,Privātmājām,,1/1,Pierīga,Pierīga,ķekavas nov,2023.0,4.0
6638,Zeme,"Jaunmuižas ceļš 18, Baldones pag., Ķekavas nov.",2023-12-04,5 055,5 055,5 055,,2 500,0,0.49,-,Privātmājām,,1/1,Pierīga,Pierīga,ķekavas nov,2023.0,4.0
